epoch,acc,loss,lr,val_acc,val_loss
0,0.4081306017925736,1.6359857561951563,0.001,0.41920000000000002,1.6402354486465454
1,0.55647228452419095,1.2400681533251234,0.001,0.56889999999999996,1.1883435489654541
2,0.64562640179429664,0.99726612130177017,0.001,0.60589999999999999,1.1812845302581787
3,0.70305991669336754,0.84524826933198616,0.001,0.68089999999999995,1.0036827310562133
4,0.74216997757129122,0.73487627918771425,0.001,0.71560000000000001,0.83665329341888428
5,0.77286927266901639,0.65486912211138859,0.001,0.6774,1.0119034636497497
6,0.79339554629926301,0.59265749899862052,0.001,0.73719999999999997,0.84689949922561647
7,0.81256007689843002,0.54062828599203472,0.001,0.76749999999999996,0.78648681159019473
8,0.82711871195129771,0.50007940795856265,0.001,0.78549999999999998,0.66444491729736332
9,0.83841316885613582,0.4654436877277256,0.001,0.80649999999999999,0.57656887760162356
10,0.85004806151874401,0.43249459194663398,0.001,0.79239999999999999,0.64368072640895846
11,0.86080182633771229,0.40101843699932249,0.001,0.83009999999999995,0.50465030765533447
12,0.86773069528997115,0.37740476640972026,0.001,0.83509999999999995,0.48866949651241304
13,0.87798381928868952,0.35311170873906284,0.001,0.83560000000000001,0.49913389244079592
14,0.88116789490547898,0.34240471137444661,0.001,0.83489999999999998,0.49291597127914427
15,0.89320330022428707,0.30763051037947287,0.001,0.81940000000000002,0.58810326085090636
16,0.89834988785645631,0.29314886089396452,0.001,0.80369999999999997,0.63850239758491512
17,0.93117190003204098,0.19750582260873142,0.000316228,0.89770000000000005,0.31069274077415465
18,0.94130487023389942,0.16798260663562919,0.000316228,0.89300000000000002,0.33453002228736878
19,0.94352771547580905,0.15835056449646218,0.000316228,0.90110000000000001,0.30402180020809172
20,0.94939522588913805,0.14637372541297747,0.000316228,0.90239999999999998,0.30992059643268588
21,0.95197853252162767,0.13637245637661599,0.000316228,0.90459999999999996,0.3130144793987274
22,0.95596363345081703,0.12646581500754339,0.000316228,0.90469999999999995,0.30745331350564958
23,0.95912768343479649,0.11837349236202485,0.000316228,0.90310000000000001,0.31969941248893735
24,0.96867991028516498,0.089136649441190041,0.0001,0.91579999999999995,0.28698469433784485
25,0.97338593399551421,0.077189215170968536,0.0001,0.91339999999999999,0.29452489578723906
26,0.97466757449535402,0.072526287090526262,0.0001,0.91420000000000001,0.30703228135108945
27,0.97681031720602374,0.067449892059718144,0.0001,0.91400000000000003,0.30406895482540131
28,0.97801185517462352,0.062623658592585035,0.0001,0.91720000000000002,0.30386773244142534
29,0.98055511054149314,0.056889425368740254,3.16228e-05,0.91610000000000003,0.29967406103610994
30,0.98195690483819287,0.053338996474880301,3.16228e-05,0.91669999999999996,0.29964829540252685
31,0.98263777635373273,0.051165011094615118,3.16228e-05,0.91700000000000004,0.30453180065155028
32,0.98255767382249282,0.050139224254315821,1e-05,0.91839999999999999,0.30360317125320435
33,0.98395946811919255,0.046767153387166527,1e-05,0.91739999999999999,0.30474458236694335
34,0.98349887856456264,0.046455384425768791,1e-05,0.91749999999999998,0.30661915411949159
35,0.98512095482217243,0.044472693306600121,3.16228e-06,0.9173,0.30644022158384321
36,0.98536126241589239,0.044471313578017875,3.16228e-06,0.91820000000000002,0.30733430041074755
37,0.98510092918936243,0.044313573404115313,3.16228e-06,0.91739999999999999,0.30657114741802216
38,0.98508090355655242,0.045033721828451861,1e-06,0.91720000000000002,0.30642038768529894
39,0.98496074975969239,0.043426159647547334,1e-06,0.91859999999999997,0.30671514871120453
40,0.98536126241589239,0.044367145279196211,1e-06,0.91769999999999996,0.30692120153903962
41,0.98405959628324258,0.046409254380552836,5e-07,0.91779999999999995,0.30681785218715668
42,0.98425985261134252,0.045056039727961683,5e-07,0.91820000000000002,0.30653461982011793
43,0.98584187760333231,0.043615622001914059,5e-07,0.91800000000000004,0.30699581568241119
44,0.98514098045498233,0.043167958518287877,5e-07,0.91810000000000003,0.30738965973854065
45,0.98452018583787249,0.043564500498744455,5e-07,0.91800000000000004,0.30753455580472944
46,0.98540131368151229,0.044013382215783936,5e-07,0.91800000000000004,0.30696951227188113
47,0.98450016020506248,0.045635159462224843,5e-07,0.91810000000000003,0.30730686379671096
48,0.98488064722845237,0.045152888225689317,5e-07,0.91830000000000001,0.30625428345203398
49,0.98546139057994231,0.042169161482145057,5e-07,0.91800000000000004,0.30719854049682616
50,0.98438000640820245,0.044931823977539885,5e-07,0.91810000000000003,0.3073956941962242
51,0.98562159564242235,0.043397729177486292,5e-07,0.91810000000000003,0.30665444930791858
52,0.98518103172060234,0.044813870859518289,5e-07,0.91810000000000003,0.3066128567814827
53,0.98433995514258255,0.045964862868125358,5e-07,0.91849999999999998,0.30650892131328583
54,0.98556151874399234,0.043724092707999984,5e-07,0.91849999999999998,0.30736988582611086
55,0.98520105735341235,0.042782622636873269,5e-07,0.91839999999999999,0.30695810782909394
