epoch,acc,loss,lr,val_acc,val_loss
0,0.51888604353393086,1.330049983060009,0.001,0.55800000000000005,1.279791151046753
1,0.68571771867991027,0.8916632167729992,0.001,0.66910000000000003,0.96403920516967778
2,0.75434556231976935,0.70192219507461251,0.001,0.67120000000000002,1.0652836221694946
3,0.80316805511054146,0.5743501491555798,0.001,0.752,0.73316377182006831
4,0.83116388977891698,0.48762808433139754,0.001,0.81630000000000003,0.55043823938369751
5,0.85213072733098361,0.43118736164113797,0.001,0.81069999999999998,0.56562692193984987
6,0.87005366869593082,0.37848967061673783,0.001,0.80289999999999995,0.58954440097808836
7,0.88266981736622874,0.34208475930382909,0.001,0.78369999999999995,0.6464043639659881
8,0.92149951938481256,0.22878747723951282,0.000316228,0.89270000000000005,0.31176217248439791
9,0.93127202819609101,0.20049188803381279,0.000316228,0.89339999999999997,0.32438374845981599
10,0.93647869272669015,0.18498743091402853,0.000316228,0.8931,0.33168840839862823
11,0.94432874078820894,0.16304810112655563,0.000316228,0.89019999999999999,0.35977077875137331
12,0.95790611983338669,0.12261118089558795,0.0001,0.91590000000000005,0.25570885941982269
13,0.96341316885613582,0.10779982930343528,0.0001,0.91579999999999995,0.25628009476661684
14,0.96605655238705546,0.10027856122880209,0.0001,0.91590000000000005,0.26366995091438294
15,0.96829942326177509,0.094411063722093985,0.0001,0.91520000000000001,0.2577894151210785
16,0.97400672861262416,0.077967605945373414,3.16228e-05,0.91930000000000001,0.25482147843837738
17,0.97532842037808398,0.075253082968674195,3.16228e-05,0.91890000000000005,0.25506857495307922
18,0.97773149631528355,0.070617719493431569,3.16228e-05,0.91800000000000004,0.25952390005588533
19,0.97747116308875359,0.069409654843085325,3.16228e-05,0.91930000000000001,0.26299528963565827
20,0.97821211150272347,0.066366774787680535,1e-05,0.91979999999999995,0.25838861660957335
21,0.97963393143223321,0.064414094581493428,1e-05,0.9194,0.2587593440055847
22,0.98007449535405322,0.063543511503571529,3.16228e-06,0.91990000000000005,0.25926117959022521
23,0.98143623838513294,0.060568533415850327,3.16228e-06,0.91990000000000005,0.25925120110511779
